ID,Name,Name_en,ナンバリング,種族,別名,モンスター格付け,素材削減,咆哮レベル,風圧レベル,耐震,状態異常,補足,レア6部位,弱点部位1,弱点部位2,弱点部位3,弱点属性画像1,弱点属性1,弱点属性画像2,弱点属性2,弱点属性画像3,弱点属性3,弱点属性画像4,弱点属性4,弱点属性画像5,弱点属性5,弱点属性一覧,①攻撃属性画像,①攻撃属性,②攻撃属性画像,②攻撃属性,③攻撃属性画像,③攻撃属性,攻撃属性一覧,アイコン画像,画像,裂傷,漂流石,閃光,未公開,次元変異未登場,次元臨界未登場,登場日,初登場タイトル,クエスト,登場するシーズンs,出現エリア,武器一覧,CreatedAt,UpdatedAt
3hR6tP8s,キリン,Kirin,41,古龍種,幻獣（げんじゅう）,古龍種,,なし,なし,なし,麻痺（落雷攻撃）,雷纏い状態後、龍属性攻撃のダメージで怯ませることができ、雷纏いも解除できる,角,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/01/14/bd47b535761.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2052222147&Signature=BOLN32ItJUHMJUNAyzK2GyfeEb4%3D,火,,,,,,,,,火属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/01/18/cdec8794f54.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2052512008&Signature=sSfnl%2FO4HQkXsjgRbONEVtC%2FiSg%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/01/30/0968a1c7228.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2053582200&Signature=Xz4qjde3Jih0aMyijf6QtLj2KOM%3D,麻痺,,,雷麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/04/fd065b5a1b1.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2053991628&Signature=neX%2B3hLhP%2BL4Ho6Tx9HQ5TnNcNI%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/02/ef17f58cdd8.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2053831562&Signature=dr45TTQXRG62wjhlCF%2FTl5wtM4Y%3D,,,,FALSE,FALSE,FALSE,2025/02/01,モンスターハンター,",2025/08/04,2025/07/07,2025/08/25,2026/01/12",,古龍迎撃戦,"片手剣,双剣,大剣,狩猟笛,ランス,スラッシュアックス,操虫棍,ライトボウガン,ヘビィボウガン",2024/12/26 0:45:20,2025/10/17 18:22:50
kL5wT9qY,ティガレックス,Tigrex,40,飛竜種,轟竜（ごうりゅう）,通常種,,大,なし,,,前脚と頭部の部位破壊で大きな隙が生まれる,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/155cf8bcabb.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340111&Signature=Qh%2FqGFbe3BpDxdbbAFm58NlwV%2F8%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/55cf8bcabba.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340114&Signature=f3XH7%2BMMqrZfuPjsZeKlclCTwQs%3D,龍,,,,,,,雷属性龍属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/4ebbf8789ca.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050087&Signature=x7o6hj5bfQAxnn6H6Ktfdpb%2FoMI%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/99daa62fdab.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049356265&Signature=g7CkgtLrL4Dc%2BRL9C%2BGqQhJ8plo%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/aa62fdaba8d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049356269&Signature=SaRMkQVtSx%2F3Fbj6vp4JxtcYC18%3D,,白,,FALSE,FALSE,FALSE,2024/12/12,モンスターハンターポータブル2nd,",,,,,,,,2025/08/11,2025/09/14,2025/10/27,2026/01/26",銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光集い築け！空飛ぶ探索拠点！,"森林,砂漠,雪原","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/11/27 23:38:22,2025/10/17 18:24:01
B2mR7s1z,ウルクスス,Lagombi,39,牙獣種,白兎獣（はくとじゅう）,通常種,素材削減,なし,なし,,,,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/7d1bf1155cf.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340040&Signature=AEvS5Rx%2F9UmgN4BQ0OL3WG6bYuw%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/1bf1155cf8b.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340045&Signature=0sksBbAAcHvJ2n6FHOVHc%2FvoUGE%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/bf1155cf8bc.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340052&Signature=YGMbX8AuWjh6CgNTCYw9r8gp66g%3D,麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/f1155cf8bca.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340056&Signature=XZi5FPs0fD1YkJiX4rAZo9YBS6w%3D,爆破,,,火属性毒麻痺爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/13/c05c769510f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049459000&Signature=UgvBaezGuCmlk%2F2%2Fgj4f1R1disw%3D,氷,,,,,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/01/06/4c7d2257091.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2051507694&Signature=b0dvd1zO1iIIyy%2Bg%2BMlkQKFXhVI%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/acc729f33dd.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049338387&Signature=8tpeGh3Z4STyp9Ze%2FZ4w2r6S%2FJo%3D,,水色,,FALSE,FALSE,FALSE,2024/12/12,モンスターハンターポータブル3rd,",,,,,,2025/12/1",銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光,雪原,"双剣,大剣,太刀,ガンランス,チャージアックス,操虫棍,ヘビィボウガン",2024/11/27 23:37:34,2025/10/07 21:43:03
X8yZ4k9p,ラングロトラ,Volvidon,38,牙獣種,赤甲獣（せきこうじゅう）,通常種,素材削減,なし,なし,小,麻痺、悪臭（一時SPゲージ回復不可、SPスキル使用不可）,,背中,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/c7d1bf1155c.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049340022&Signature=jdO8%2BZ3IPC4YWmK%2FyXL6d8pA5UY%3D,水,,,,,,,,,水属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/13/bc05c769510.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049458987&Signature=Vns%2FoGmxwSu42wHNrCEncPbdABI%3D,麻痺,,,,,麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/01/14/f722bb6b0ae.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2052221138&Signature=WlT20kQbnHnl0Lt4TxEGIp6gVWs%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/ac74a890fc3.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049353650&Signature=a%2BjVWY6kqAMOHgRBi4cus6oKamw%3D,,黄色,,FALSE,FALSE,FALSE,2024/12/12,モンスターハンターポータブル3rd,",,2025/06/02,",銀雪のランページ要撃用意！次元臨界の咆哮,"森林,砂漠,沼地","ハンマー,ランス,ガンランス,スラッシュアックス,チャージアックス,ヘビィボウガン",2024/11/27 23:36:45,2025/12/16 17:12:41
D3mS1n7w,イソネミクニ,Somnacanth,37,海竜種,人魚竜（にんぎょりゅう）,"通常種,次元変異",素材削減,大,なし,,,,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/5f3c7d1bf11.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049339950&Signature=4BhJ4oaCXaUMusyVtTd24l7J%2FDE%3D,雷,,,,,,,,,雷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/13/e2bc05c7695.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049458968&Signature=cKz9%2BrFURQHcv9LMiu7Vo1UCqow%3D,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/13/2bc05c76951.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049458976&Signature=D8%2B0xFVgeXuGYMuq7ifPxrWJhEk%3D,睡眠,,,水睡眠,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/01/14/2bb6b0ae239.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2052221153&Signature=DUjYGesn8RYR7u7HyAay1qeWHMA%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/12/12/c74a890fc38.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2049353668&Signature=tMRigel6BCPMfjO7m2wr3h5KfIY%3D,,水色,,FALSE,FALSE,FALSE,2024/12/12,モンスターハンターライズ,",,,,2025/07/07,2025/12/29,",銀雪のランページ夕凪乱す赤き残光要撃用意！次元臨界の咆哮,"沼地,雪原","双剣,大剣,太刀,ハンマー,狩猟笛,チャージアックス,操虫棍",2024/11/27 23:35:36,2025/12/16 17:11:53
gP9vT4rL,ネルギガンテ,Nergigante,36,古龍種,滅尽龍（めつじんりゅう）,古龍種,,大,大,,,,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/5b9e155b21d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043188610&Signature=qOAZSgoIvq7pslQYMkpHYdWxng0%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/e155b21d9b9.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043188623&Signature=D%2F9czMb8CZ5%2BlSLBJiuA90V8rGI%3D,爆破,,,,,,,雷属性爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/f8789ca6e76.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050094&Signature=RABsjbcZPg6z%2FayeoyO58rgA3Go%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/e54fda46af4.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043188730&Signature=gYbenzKnPYIJGda3ZE%2BH1lN4zxc%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/0c50bb729df.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043188825&Signature=g6gubl2p9OuOeu5Emw5ZSX3%2Ff3M%3D,,,,FALSE,FALSE,FALSE,2024/10/12,モンスターハンター：ワールド,"2025/07/14,2025/08/25,2025/06/02,2025/12/1,2026/01/26",,古龍迎撃戦,"片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/09/27 12:58:59,2025/10/17 18:26:26
2hR5tP1j,リオレウス希少種,SilverRathalos,35,飛竜種,銀火竜（ぎんかりゅう）,希少種,,大,大,,,,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/da217992fec.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043189135&Signature=54YCi%2Bu%2Fhxo9VGr%2FRdWxAbuH8TU%3D,水,,,,,,,,,水属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/10/562e05bc90e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043884692&Signature=4%2FXxcfE0eHKEGjfY%2FXm461oB4gc%3D,火属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/10/05bc90e4d1e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043884709&Signature=Kpao4vmxD8p0sVJYdhFQ7d8Gl4o%3D,毒,,,火毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/29df08f21f2.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043188864&Signature=Y7fqAzeTty64nxwCe8%2FiCd6%2Bfqs%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/15/d5320e6c877.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2044326796&Signature=4ZSleiPcQvJnW%2B6qxJll6jvsoZ0%3D,,赤,,FALSE,FALSE,FALSE,2024/10/12,モンスターハンターポータブル2ndG,",,,,2025/07/07,2025/08/25,2025/09/14,2025/10/06,2026/01/05",キリンに備えよ！火属性強化クエスト,"森林,沼地","片手剣,双剣,大剣,太刀,ハンマーランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,弓",2024/09/27 12:58:17,2025/10/17 18:28:03
6vN9mX3s,リオレイア希少種,GoldRathian,34,飛竜種,金火竜（きんかりゅう）,希少種,,小,小,,,,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/2732873da21.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043189118&Signature=XWDRiDmuh78ebSzZZ3VLFRKqjm8%3D,雷,,,,,,,,,雷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/10/0f7bb08abf6.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043884563&Signature=fHTPmoFr1FK%2BEsycuQYsAXRuHTc%3D,火属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/10/bb08abf6fe5.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043884580&Signature=myfGfqZbXgGWgRQXIYY6n71u2E0%3D,毒,,,火毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/02/f08f21f2b3b.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043188875&Signature=pnQddfWFOWNNm7ENcoK4oQ2eeQk%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/10/15/5320e6c877e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2044326806&Signature=JlL71PXTcAEGHmLcVuW92y0RhCg%3D,,青,,FALSE,FALSE,FALSE,2024/10/12,モンスターハンターポータブル2ndG,",,,,2025/07/14,2025/09/14,2025/10/20,2025/11/24",,"砂漠,沼地",片手剣太刀狩猟笛ガンランススラッシュアックスチャージアックスライトボウガンヘビィボウガン弓,2024/09/27 12:58:02,2025/11/07 16:30:49
xZ1kM7rN,アケノシルム,Aknosom,33,鳥竜種,傘鳥（さんちょう）,通常種,素材削減,小,小,,,,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/be113e16bdc.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042758346&Signature=qIgpHNRzar7z%2BkNOAJBWYjggHaM%3D,水,,,,,,,,,水属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/e113e16bdc2.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042758372&Signature=FnjM9w8awzO3Qa06aqa1kqXYugs%3D,火,,,,,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/92891c2ba46.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042768229&Signature=Jz%2F1pOaMmO0UIMstUkDUQNAAdwY%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/3e16bdc2995.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042758389&Signature=g9bxMqvKE6xAdzO%2BkmMYT8Y5NII%3D,,赤,,FALSE,FALSE,FALSE,2024/09/12,モンスターハンターライズ,",,,,2025/06/02",十六夜に揺らぐ鬼火キリンに備えよ！火属性強化クエスト春陽薙ぐソードテイル,"森林,沼地,雪原","双剣,大剣,太刀,ランス,ガンランス,スラッシュアックス,操虫棍",2024/08/28 11:30:46,2025/10/07 21:42:29
G4sD9n2w,ラージャン,Rajang,32,牙獣種,金獅子（きんじし）,通常種,,大,なし,大,,2つの強化状態があるが、尻尾部位破壊か睡眠状態にすることで、解除可能。尻尾部位破壊は、強化状態中のみ可能。,尻尾,頭,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/140bfbe113e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042758256&Signature=SvERHDhMB7nQidzAEDYoJ8kkXkI%3D,氷,,,,,,,,,氷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/0bfbe113e16.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042758276&Signature=RK8L3UHkK9QwH%2BFLQ%2FYRfjf%2BwEU%3D,雷,,,,,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/2891c2ba46d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042768237&Signature=fA3Ms3K%2FEIg6q1gux4gS%2BeXnZtc%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/fbe113e16bd.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042758293&Signature=uyt%2FEopV%2FvLSWcUcsLbRUxHa%2BR8%3D,,黄色,,FALSE,FALSE,FALSE,2024/09/12,モンスターハンター2（ドス）,",,,,,,2025/08/04,2025/09/01,2025/09/14,2025/11/03,2025/12/29,",十六夜に揺らぐ鬼火銀雪のランページバゼルギウスに備えよう！雷属性強化クエスト春陽薙ぐソードテイル集い築け！空飛ぶ探索拠点！,"森林,砂漠,沼地,雪原","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/08/28 11:30:34,2025/12/16 21:50:16
jP7vT3rL,マガイマガド,Magnamalo,31,牙竜種,怨虎竜（おんこりゅう）,"通常種,次元変異",素材削減,大,なし,,鬼火やられ,鬼火をまとった部位には雷属性が極めて有効。部位破壊することで鬼火を解除できる。,尻尾,頭,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/a6c4b6d4f99.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042757699&Signature=zOmh%2BwoptRQnuk%2FgHRM88QfF1SQ%3D,水,,,,,,,,,水属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/6380896954b.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042757720&Signature=eypxF2fM5RhyGtc3UKTmt2kRKTA%3D,爆破,,,,,爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/891c2ba46da.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042768244&Signature=D3czxJhjwdH3ywXeAAfptlKqO%2FI%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/27/380896954bf.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2042757731&Signature=wKflFPWqMZfTxgBBsQsNaMdxFpI%3D,,赤,,FALSE,FALSE,FALSE,2024/09/12,モンスターハンターライズ,",,,2025/10/15,,,2025/10/13,2025/10/20,2025/10/24,2025/11/03,2025/11/24,2025/12/5,",十六夜に揺らぐ鬼火銀雪のランページ春陽薙ぐソードテイル要撃用意！次元臨界の咆哮,"森林,砂漠,沼地,雪原","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/08/28 11:30:23,2025/12/16 21:49:41
9vN4kX8m,テオ・テスカトル,Teostra,30,古龍種,炎王龍（えんおうりゅう）,古龍種,,大,なし,なし,爆破やられ,炎纏い状態では、遠距離攻撃が効きにくい。頭部破壊で炎と粉塵を取り払える。炎には水属性攻撃、粉塵には氷属性攻撃が有効。一定ダメージを与えると取り払える。,頭,頭,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/17/4647abde569.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2039221927&Signature=u2xQatzpHjBntqzfKJmiDrkO%2BOE%3D,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/17/47abde56980.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2039221968&Signature=c%2FJmv3yvIp4BSdUqsZS2b2eGVWQ%3D,氷,,,,,,,水属性氷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/17/4dacce36a37.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2039222101&Signature=r8m6956XrrpWn0ZPAalAxbUcsfo%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/17/37a381c7c2e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2039222316&Signature=zCB50kk0ZGg9XYqskB2gYC0btxw%3D,爆破,,,火爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/17/091b5e1269c.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2039233563&Signature=F7WOryM5%2BrqtuBZYl4W6i1bprH0%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/17/cefa2769091.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2039233324&Signature=00rouuS4DH8V4gOlVS8ukTtMj3s%3D,なし,,なし,FALSE,FALSE,FALSE,2024/08/16,モンスターハンター2（ドス）,",2025/06/30,2025/08/25,2025/10/13",,古龍迎撃戦,"片手剣,大剣,太刀,ハンマー,狩猟笛,ランス,スラッシュアックス,チャージアックス,ライトボウガン,ヘビィボウガン,弓",2024/08/17 11:32:15,2025/10/17 18:31:28
3hR1tP7s,パオウルムー亜種,NightshadePaolumu,29,飛竜種,浮眠竜（ふみんりゅう）,亜種,素材削減,小,大,,,,尻尾,頭,頸袋,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/16/24b9018d33d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2036500648&Signature=LhlChiqe%2BJBH96I16fQ48jPWpx0%3D,水,,,,,,,,,水属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/16/9018d33d2bc.jpg?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2036500698&Signature=v8mVrN4gvEk1u3SpBfCOYcrVjwM%3D,睡眠,,,,,睡眠,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/22/808995e6c5f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2037019753&Signature=ZcNl1yc%2B%2Fh5uVtH2GZOWWKvyzUA%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/11/15/4e832a225ef.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2047012864&Signature=9xwXLY%2FiUG1zL6hzPOz9xJfQzdw%3D,,水色,,FALSE,FALSE,FALSE,2024/07/18,モンスターハンターワールド：アイスボーン,",,,,,,,,2025/06/30,2025/09/01,",十六夜に揺らぐ鬼火銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光集い築け！空飛ぶ探索拠点！,"森林,砂漠","片手剣,大剣,ハンマー,狩猟笛,ランス,スラッシュアックス,操虫棍,ヘビィボウガン,弓",2024/07/04 11:39:41,2025/11/07 16:34:55
kL2wT9qB,タマミツネ,Mizutsune,28,海竜種,泡狐竜（ほうこうりゅう）,通常種,,小,なし,,,,尻尾,頭,首,背びれ,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/16/b796c2672fa.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2036498879&Signature=5bqVDodV93Fn7wHqOUVPr2U3Md8%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/16/796c2672fa0.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2036498894&Signature=9mt2InxtzTkFmRYw%2F80PaZFTjcg%3D,龍,,,,,,,雷属性龍属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/16/bb796c2672f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2036498854&Signature=TjVHNIGTNOWW2JHWphPr0K3TN0I%3D,水,,,,,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/07/22/08995e6c5f0.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2037019762&Signature=4emqTg%2Fa89s4GtowHg2ACfv23zo%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/08/02/9194599b645.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2037948056&Signature=h4nUg3ZY3MaSl%2FEJX7NFNuFlEKs%3D,,青,,FALSE,FALSE,FALSE,2024/07/18,モンスターハンタークロス,",,,,,,,,2025/06/30,2025/09/14,2025/09/29,2025/10/13,2025/11/24,2025/12/1",十六夜に揺らぐ鬼火銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光,"森林,沼地,雪原","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/07/03 20:39:10,2025/10/07 21:42:05
