WeaponID,No.,Name,カテゴリー,属性,攻撃力,攻撃力10-5,属性値,属性値10-5,会心率,装備スキル①,装備スキル①Lv,画像,装備スキル②,装備スキル②Lv,モンスター,画像ファイルネーム,s3Url,補足,CreatedAt,UpdatedAt
EScil44j,20037,冷たき月の朱爪改5,双剣,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
LmEpMI0v,20038,ゴルム・ゴレム改5,双剣,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
krSZNQ05,20039,ローゼンツァーン改5,双剣,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
P3LSuSxn,20040,血爪のヴンデ5,双剣,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
ge6oSQ6Q,20041,炎尾双刃マグネシア5,双剣,火属性,1020,,1173,,0,勇猛,1,,,,ケマトリス,,,,,
pnXWoMm2,20042,双光刃ココウノリュウ改5,双剣,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
uQecKz7Z,20043,カーニバル2024ダガー7,双剣,爆破,1623,,313,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/200xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%83%80%E3%82%AC%E3%83%BC.png,,2024/10/14 10:27:09,2024/10/14 10:27:09
VbAucZQ5,20044,ワイルドハチェット5,双剣,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/200xx/%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%89%E3%83%8F%E3%83%81%E3%82%A7%E3%83%83%E3%83%88.png,,2024/07/30 11:11:15,2024/08/01 10:22:04
eWZ61j4S,20045,招福の竜扇6,双剣,龍属性,1293,,910,,0,精霊の加護,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/200xx/%E6%8B%9B%E7%A6%8F%E3%81%AE%E7%AB%9C%E6%89%87.png,※生産・強化に必要な枚数：20枚,2024/07/07 0:30:00,2024/07/30 11:15:32
M6c4Xz5Q,20046,エスペラダガー5,双剣,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
nKTWZIUf,20047,ツインリース8,双剣,麻痺,1588,,496,,0,回避距離UP,3,,団結力【ゆく年狩る年冬祭り】,1,なし,,,,,
lgzoQ6X5,30001,バスターブレイド5,大剣,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%90%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%96%E3%83%AC%E3%82%A4%E3%83%89.png,,2024/07/30 11:29:36,2024/10/22 11:28:08
feNihVvU,30002,ジャグラスハッカー5,大剣,水属性,1373,,607,,0,体力増強,2,,,,ドスジャグラス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%82%B8%E3%83%A3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%8F%E3%83%83%E3%82%AB%E3%83%BC.png,,2024/07/30 11:32:50,2024/10/22 11:29:13
RyezMdFv,30003,ダチュラブレイズ5,大剣,毒,1596,,400,,0,闇討ち,1,,,,プケプケ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%80%E3%83%81%E3%83%A5%E3%83%A9%E3%83%96%E3%83%AC%E3%82%A4%E3%82%BA.png,,2024/07/30 11:36:07,2024/08/01 10:26:21
KfUiJi9E,30004,ラグーナゴーレム6,大剣,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%A9%E3%82%B0%E3%83%BC%E3%83%8A%E3%82%B4%E3%83%BC%E3%83%AC%E3%83%A0.png,,2024/07/30 11:42:45,2024/08/01 10:39:48
lGKZhKZw,30005,ボルボシュレッダー5,大剣,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%9C%E3%83%AB%E3%83%9C%E3%82%B7%E3%83%A5%E3%83%AC%E3%83%83%E3%83%80%E3%83%BC.png,,2024/07/30 17:47:48,2024/08/01 10:49:29
vbNgsZJU,30006,マラドハディード5,大剣,麻痺,1596,,400,,0,闇討ち,1,,,,ドスギルオス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%9E%E3%83%A9%E3%83%89%E3%83%8F%E3%83%87%E3%82%A3%E3%83%BC%E3%83%89.png,,2024/07/30 17:48:46,2024/08/01 10:49:53
IPrmSndP,30007,ライトニングパニッシュ5,大剣,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%A9%E3%82%A4%E3%83%88%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%91%E3%83%8B%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/07/30 22:10:37,2024/08/22 17:55:55
oaZ1edci,30008,ニュクスレイザー6,大剣,睡眠,1756,,300,,0,闇討ち,1,,,,パオウルムー亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%8B%E3%83%A5%E3%82%AF%E3%82%B9%E3%83%AC%E3%82%A4%E3%82%B6%E3%83%BC.png,,2024/07/30 22:53:30,2024/08/22 17:58:27
HXSW7ejZ,30009,ウォーターゴーレム5,大剣,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%B4%E3%83%BC%E3%83%AC%E3%83%A0.png,,2024/07/30 22:54:44,2024/08/22 18:16:20
HfG5x60D,30010,フラムエルヘレヴ改5,大剣,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%95%E3%83%A9%E3%83%A0%E3%82%A8%E3%83%AB%E3%83%98%E3%83%AC%E3%83%B4%E6%94%B9.png,,2024/07/30 22:56:05,2024/08/24 18:20:49
dyQwSrN7,30011,雷顎大剣ドネルヘレヴ改5,大剣,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
ATXJTGb8,30012,フロストブレイズ5,大剣,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%95%E3%83%AD%E3%82%B9%E3%83%88%E3%83%96%E3%83%AC%E3%82%A4%E3%82%BA.png,,2024/07/30 22:57:02,2024/08/24 18:21:23
F00an5UF,30013,レッドウィング5,大剣,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%AC%E3%83%83%E3%83%89%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%B0.png,,2024/07/30 22:57:50,2024/08/24 18:22:11
lStcJdIH,30014,煌剣リオレウス5,大剣,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E7%85%8C%E5%89%A3%E3%83%AA%E3%82%AA%E3%83%AC%E3%82%A6%E3%82%B9.png,,2024/07/30 23:34:17,2024/08/24 18:22:41
UDh5yp5y,30015,輝剣リオレウス5,大剣,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E8%BC%9D%E5%89%A3%E3%83%AA%E3%82%AA%E3%83%AC%E3%82%A6%E3%82%B9.png,,2024/10/14 11:49:03,2024/10/14 11:49:03
iustCCEu,30016,塊剣ラドバルク5,大剣,睡眠,1596,,400,,0,防御,2,,,,ラドバルキン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E5%A1%8A%E5%89%A3%E3%83%A9%E3%83%89%E3%83%90%E3%83%AB%E3%82%AF.png,,2024/07/30 23:35:17,2024/08/24 18:24:10
SrF6lPO2,30017,巨牛の大斧8,大剣,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E5%B7%A8%E7%89%9B%E3%81%AE%E5%A4%A7%E6%96%A7.png,,2024/07/30 23:37:11,2024/08/24 18:24:51
w3B1DMzb,30018,アイシクルファング改5,大剣,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%82%A2%E3%82%A4%E3%82%B7%E3%82%AF%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%82%B0%E6%94%B9.png,,2024/07/30 23:38:05,2024/08/24 18:25:39
hC2CinS8,30019,迅雷の断裂斧6,大剣,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E8%BF%85%E9%9B%B7%E3%81%AE%E6%96%AD%E8%A3%82%E6%96%A7.png,,2024/07/30 23:39:53,2024/08/24 18:26:27
cNjQTKzk,30020,アングイッシュ5,大剣,龍属性,1318,,1261,,-30,集中,1,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%82%A2%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/07/30 23:40:54,2024/08/24 18:27:04
fmXMKXvr,30021,フルミナントブレイド5,大剣,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%95%E3%83%AB%E3%83%9F%E3%83%8A%E3%83%B3%E3%83%88%E3%83%96%E3%83%AC%E3%82%A4%E3%83%89.png,,2024/07/30 23:41:43,2024/08/24 18:29:42
EpTXGQEq,30022,ダオラ＝デグニダル5,大剣,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%80%E3%82%AA%E3%83%A9%EF%BC%9D%E3%83%87%E3%82%B0%E3%83%8B%E3%83%80%E3%83%AB.png,,2024/07/30 23:42:46,2024/08/24 18:30:20
rUj8JS6N,30023,あかねさす紫剣の朝斬5,大剣,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%81%82%E3%81%8B%E3%81%AD%E3%81%95%E3%81%99%E7%B4%AB%E5%89%A3%E3%81%AE%E6%9C%9D%E6%96%AC.png,,2024/07/30 23:45:33,2024/08/24 18:30:58
oh95LtEP,30024,キングテスカブレイド5,大剣,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%86%E3%82%B9%E3%82%AB%E3%83%96%E3%83%AC%E3%82%A4%E3%83%89.png,,2024/08/19 18:40:05,2024/10/17 20:30:38
EHp8QHqP,30025,暁の大剣シルヴァリエ5,大剣,火属性,1588,,632,,0,ロックオン,1,,,,アケノシルム,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E6%9A%81%E3%81%AE%E5%A4%A7%E5%89%A3%E3%82%B7%E3%83%AB%E3%83%B4%E3%82%A1%E3%83%AA%E3%82%A8.png,,,
WCKtES8B,30026,禍ツ大剣ノ幽鬼ムダン5,大剣,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E7%A6%8D%E3%83%84%E5%A4%A7%E5%89%A3%E3%83%8E%E5%B9%BD%E9%AC%BC%E3%83%A0%E3%83%80%E3%83%B3.png,,2024/10/09 10:45:56,2024/10/09 10:45:56
oFy2kxT6,30027,大鬼金棒1,大剣,雷属性,1318,,1261,,-30,逆恨み,2,,,,ラージャン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E5%A4%A7%E9%AC%BC%E9%87%91%E6%A3%92.png,,2024/10/09 10:43:45,2024/10/09 10:43:45
PvcQrnxB,30028,滅鬼の凶器5,大剣,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E6%BB%85%E9%AC%BC%E3%81%AE%E5%87%B6%E5%99%A8.png,,2024/10/14 11:50:15,2024/10/14 11:50:15
liD635hB,30029,白兎大剣シャーロット5,大剣,氷属性,1588,,632,,0,ロックオン,1,,,,ウルクスス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E7%99%BD%E5%85%8E%E5%A4%A7%E5%89%A3%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%AD%E3%83%83%E3%83%88.png,,,
tbhmkvUx,30030,夢幻のメロウドロウ5,大剣,睡眠,1567,,496,,-15,回避距離UP,1,,,,イソネミクニ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E5%A4%A2%E5%B9%BB%E3%81%AE%E3%83%A1%E3%83%AD%E3%82%A6%E3%83%89%E3%83%AD%E3%82%A6.png,,,
dcTJZg1C,30031,ティガノアギト改5,大剣,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%86%E3%82%A3%E3%82%AC%E3%83%8E%E3%82%A2%E3%82%AE%E3%83%88%E6%94%B9.png,,,
DA9kKgbl,30032,吼大剣【荒咬】5,大剣,無属性,2198,,0,,-10,防御の備え,3,,,,ティガレックス亜種,,,,,
WCmclIMT,30033,召雷剣5,大剣,雷属性,1205,,1305,,0,狩人の結束,1,,力の解放,1,キリン,,,,,
uka6Nnfh,30034,ディノブレイズ6,大剣,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
C0W5UjT7,30035,アミナスシャムシール5,大剣,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
vdDngEe7,30036,ブランスラッシャー7,大剣,氷属性,1293,,910,,0,勇猛,1,,,,ブラントドス,,,,,
Lo4IS6Wo,30037,ヒドゥンブレイズ6,大剣,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
Cv9juhMp,30038,冷たき月の断剣改5,大剣,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
eLnWT7QW,30039,ゴルム・ブレイド改5,大剣,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
vOBgF3v7,30040,ローゼンブレット改5,大剣,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
Qd05g4Lu,30041,断頭のシュナイデン5,大剣,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
ygApNwIn,30042,炎尾大剣ブレイズデル5,大剣,火属性,1020,,1173,,0,勇猛,1,,,,ケマトリス,,,,,
IDlGaLY4,30043,ゴシャガズバァ5,大剣,氷属性,1311,,1200,,-30,凶会心,1,,,,ゴシャハギ,,,,,
oiVW7eXz,30044,啼剣ライゼクス改5,大剣,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
xZSiMPrs,30045,カーニバル2024ブレイド7,大剣,爆破,1623,,313,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%83%96%E3%83%AC%E3%82%A4%E3%83%89.png,,2024/10/14 11:52:30,2024/10/14 11:52:30
y4WiYZOD,30046,ボーンスラッシャー5,大剣,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/300xx/%E3%83%9C%E3%83%BC%E3%83%B3%E3%82%B9%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A3%E3%83%BC.png,,2024/07/30 23:46:21,2024/08/24 18:31:32
lFxDMgQv,30047,エスペラブレイド5,大剣,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
FJKbgFld,30048,バルーントイブレイド8,大剣,無属性,1893,,0,,0,バルーンチャージ,1,,,,なし,,,,,
uO6Sdqas,40001,鉄刀【禊】5,太刀,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%89%84%E5%88%80%E3%80%90%E7%A6%8A%E3%80%91.png,,2024/08/01 23:37:23,2024/08/24 18:34:10
MreeKFpd,40002,アルダジャージュ5,太刀,無属性,1596,,0,,30,不屈,2,,,,クルルヤック,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%82%A2%E3%83%AB%E3%83%80%E3%82%B8%E3%83%A3%E3%83%BC%E3%82%B8%E3%83%A5.png,,2024/08/01 23:38:07,2024/08/24 18:35:36
ypNnCZ6M,40003,カガチノキバ5,太刀,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%82%AB%E3%82%AC%E3%83%81%E3%83%8E%E3%82%AD%E3%83%90.png,,2024/08/01 23:38:52,2024/08/24 18:36:07
GlL5ILGY,40004,ディプテルス5,太刀,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%83%87%E3%82%A3%E3%83%97%E3%83%86%E3%83%AB%E3%82%B9.png,,2024/08/02 0:08:37,2024/08/24 18:36:36
Kt2B2FZP,40005,ジャナフシミター5,太刀,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%82%B8%E3%83%A3%E3%83%8A%E3%83%95%E3%82%B7%E3%83%9F%E3%82%BF%E3%83%BC.png,,2024/08/02 0:10:59,2024/08/24 18:37:10
plB5HbbM,40006,モルダ=ジャナール6,太刀,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
bUwZznFY,40007,飛竜刀【翠】5,太刀,毒,1516,,496,,0,体力増強,2,,,,リオレイア,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%A3%9B%E7%AB%9C%E5%88%80%E3%80%90%E7%BF%A0%E3%80%91.png,,2024/08/02 0:12:12,2024/08/24 18:58:57
xwY99vrB,40008,飛竜刀【桜花】改5,太刀,毒,1756,,300,,0,回避距離UP,1,,,,リオレイア亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%A3%9B%E7%AB%9C%E5%88%80%E3%80%90%E6%A1%9C%E8%8A%B1%E3%80%91%E6%94%B9.png,,2024/08/02 0:13:19,2024/08/24 18:59:50
AHtOQBqI,40009,飛竜刀【月】5,太刀,毒,1675,,399,,30,追い打ち【毒】,2,,,,リオレイア希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%A3%9B%E7%AB%9C%E5%88%80%E3%80%90%E6%9C%88%E3%80%91.png,,2024/10/14 12:05:57,2024/10/18 9:49:10
HJLuseyg,40010,スティーラー5,太刀,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%A9%E3%83%BC.png,,2024/08/02 0:14:09,2024/08/24 19:00:22
SNyb9Oq7,40011,飛竜刀【朱】5,太刀,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%A3%9B%E7%AB%9C%E5%88%80%E3%80%90%E6%9C%B1%E3%80%91.png,,2024/08/02 0:15:07,2024/08/24 19:01:00
LWIaAWrx,40012,飛竜刀【藍染】5,太刀,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%A3%9B%E7%AB%9C%E5%88%80%E3%80%90%E8%97%8D%E6%9F%93%E3%80%91.png,,2024/08/02 0:17:12,2024/08/24 19:01:46
ocOeNboZ,40013,飛竜刀【銀】5,太刀,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E9%A3%9B%E7%AB%9C%E5%88%80%E3%80%90%E9%8A%80%E3%80%91.png,,2024/10/14 12:02:34,2024/10/18 10:12:52
Oz1vg6wU,40014,巨牛の大太刀8,太刀,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E5%B7%A8%E7%89%9B%E3%81%AE%E5%A4%A7%E5%A4%AA%E5%88%80.png,,2024/08/02 0:18:26,2024/08/24 19:05:46
SQbvc7rZ,40015,氷牙刀【琥珀】7,太刀,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E6%B0%B7%E7%89%99%E5%88%80%E3%80%90%E7%90%A5%E7%8F%80%E3%80%91.png,,2024/08/02 0:19:12,2024/08/24 19:06:30
dVVkIw74,40016,王牙刀【伏雷】1,太刀,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E7%8E%8B%E7%89%99%E5%88%80%E3%80%90%E4%BC%8F%E9%9B%B7%E3%80%91.png,,2024/08/02 0:20:12,2024/08/24 19:07:20
jRLCV2ZK,40017,眩惑刀【閃】5,太刀,雷属性,1588,,632,,0,ロックオン,1,,,,ツィツィヤック,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E7%9C%A9%E6%83%91%E5%88%80%E3%80%90%E9%96%83%E3%80%91.png,,2024/08/02 0:21:11,2024/08/24 19:08:21
se5WVTvy,40018,カラミティペイン5,太刀,龍属性,1318,,1261,,-30,早業,1,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%82%AB%E3%83%A9%E3%83%9F%E3%83%86%E3%82%A3%E3%83%9A%E3%82%A4%E3%83%B3.png,,2024/08/02 0:22:11,2024/08/24 20:27:21
jJzQXh1f,40019,タイタンマカエラ5,太刀,火属性,1666,,527,,-15,火事場力,1,,,,バサルモス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%82%BF%E3%82%A4%E3%82%BF%E3%83%B3%E3%83%9E%E3%82%AB%E3%82%A8%E3%83%A9.png,,2024/08/02 0:23:00,2024/08/24 20:29:08
Ug6cV0km,40020,ダオラ＝レイド5,太刀,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%83%80%E3%82%AA%E3%83%A9%EF%BC%9D%E3%83%AC%E3%82%A4%E3%83%89.png,,2024/08/02 0:23:56,2024/08/24 20:30:00
uY190Ewj,40021,たまのをの絶刀の斬振5,太刀,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%81%9F%E3%81%BE%E3%81%AE%E3%82%92%E3%81%AE%E7%B5%B6%E5%88%80%E3%81%AE%E6%96%AC%E6%8C%AF.png,,2024/08/02 0:25:14,2024/08/24 20:34:16
Ixpbupb0,40022,帝王刀【陽炎】5,太刀,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E5%B8%9D%E7%8E%8B%E5%88%80%E3%80%90%E9%99%BD%E7%82%8E%E3%80%91.png,,2024/08/19 18:41:01,2024/10/17 20:30:07
hVOGVPmr,40023,時の刺刀シルカヴァレ5,太刀,火属性,1588,,632,,0,ロックオン,1,,,,アケノシルム,,,,2024/10/14 12:01:38,2024/10/14 12:01:38
AyvvqU5E,40024,禍ツ太刀ノ幽鬼アガラ5,太刀,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,,,2024/10/12 10:38:15,2024/10/12 10:38:15
UkQ7IJtq,40025,大鬼薙刀5,太刀,雷属性,1318,,1261,,-30,集中,1,,,,ラージャン,,,,2024/10/12 10:35:26,2024/10/12 10:35:26
byIk4KnO,40026,滅尽の一刀5,太刀,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E6%BB%85%E5%B0%BD%E3%81%AE%E4%B8%80%E5%88%80.png,,2024/10/14 12:04:20,2024/10/18 9:49:42
aSyMbfAI,40027,白兎刃【氷棘】5,太刀,氷属性,1588,,632,,0,ロックオン,1,,,,ウルクスス,,,,,
yj2XBgmz,40028,夢幻のメロウパウ5,太刀,睡眠,1567,,496,,-15,回避距離UP,1,,,,イソネミクニ,,,,,
Cr975vnx,40029,一虎刀改5,太刀,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
L5GfMACl,40030,吼虎刀【餓咬】6,太刀,無属性,2198,,0,,-10,早業,3,,,,ティガレックス亜種,,,,,
ZCWWd3qs,40031,爆鱗刀バゼルバルガー5,太刀,爆破,1942,,297,,-30,早業,1,,,,バゼルギウス,,,,,
E23FckQm,40032,青熊長筆【留跳】5,太刀,無属性,1971,,0,,-20,SPスキル威力アップ,2,,,,アオアシラ,,,,,
BvwZXj0J,40033,ディノスパーダ6,太刀,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
WAiSrE1C,40034,ファントムミラージュ5,太刀,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
BlrFUDZb,40035,ポイズンヘケト5,太刀,毒,1647,,307,,10,ロックオン,1,,,,ドスフロギィ,,,,,
CGCiQdJb,40036,ヒドゥンサーベル改5,太刀,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
pTTFZqBA,40037,ネロ・トリナリア5,太刀,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
gElp9aI0,40038,冷たき月の白刃改5,太刀,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
NH4SvQL6,40039,ゴルム・カッター改5,太刀,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
fyAH57Wz,40040,ローゼンフェーダー改5,太刀,毒,1756,,282,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
M5B5kS3T,40041,裂空のフリューゲル5,太刀,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
zzH6XfGS,40042,炎尾鑢フェロセラ5,太刀,火属性,1020,,1173,,0,勇猛,1,,,,ケマトリス,,,,,
GzAV5PVd,40043,飛竜刀【ペリドート】改5,太刀,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
cazxDoSI,40044,カーニバル2024ショテル7,太刀,爆破,1623,,313,,0,防御,2,,,,なし,,,,2024/10/14 12:07:06,2024/10/14 12:07:06
alVBGW05,40045,ハードボーンショテル5,太刀,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/400xx/%E3%83%8F%E3%83%BC%E3%83%89%E3%83%9C%E3%83%BC%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%86%E3%83%AB.png,,2024/08/02 0:26:10,2024/08/24 20:34:49
